EURUSD,GBPUSD,USDCHF,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPAUD,AUDCAD,AUDCHF,AUDJPY,AUDNZD,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,CHFJPY,GBPCHF,NZDCHF,CADCHF,CADJPY,GBPCAD,NZDCAD,GBPJPY,GBPNZD,NZDJPY
112103,130177,97324,111238,135105,74489,69216,174425,100648,72442,82838,107561,150377,151377,109043,86043,124628,161694,114290,126690,67368,72001,82312,176047,93557,144800,187779,77003
112136,130171,97323,111290,135089,74480,69237,174448,100638,72500,82856,107553,150349,151381,109046,86050,124563,161755,114297,126696,67384,72006,82339,176088,93560,144802,187747,77016
112051,130110,97293,111256,135114,74497,69231,174497,100641,72487,82886,107521,150342,151358,109032,86055,124585,161742,114304,126650,67391,71994,82324,176140,93570,144793,187709,77037
112095,130147,97284,111260,135124,74466,69323,174495,100646,72485,82879,107492,150376,151396,109049,86056,124629,161748,114312,126663,67371,71993,82331,176129,93549,144825,187762,77037
112086,130169,97286,111233,135140,74550,69341,174497,100607,72507,82850,107482,150360,151367,109030,86070,124654,161744,114332,126679,67368,71988,82324,176118,93542,144811,187725,77033
112128,130189,97285,111231,135127,74559,69341,174542,100699,72498,82920,107473,150387,151373,109019,86078,124659,161548,114346,126662,67376,71989,82329,176127,93557,144815,187748,77118
112167,130196,97249,111251,135118,74554,69345,174542,100712,72497,82930,107477,150421,151369,109018,86051,124647,161523,114321,126656,67370,71967,82337,176131,93547,144829,187808,77135
112207,130187,97249,111262,135098,74560,69351,174522,100710,72491,82940,107434,150267,151372,109009,86056,124642,161512,114299,126648,67438,71968,82347,176141,93660,144831,187738,77150
112216,130171,97262,111195,135088,74538,69349,174570,100718,72468,82954,107436,150254,151389,109021,86059,124643,161517,114275,126638,67446,71955,82303,176196,93673,144800,187781,77161
112177,130227,97272,111173,135100,74538,69340,174552,100673,72527,82877,107452,150258,151406,109001,86061,124663,161546,114292,126638,67452,71969,82287,176195,93684,144787,187749,77120
112153,130242,97273,111164,135100,74539,69328,174569,100675,72527,82863,107456,150277,151408,109008,86075,124686,161553,114294,126650,67452,71963,82258,176180,93686,144735,187765,77103
112204,130206,97293,111194,135087,74529,69325,174570,100702,72526,82855,107444,150348,151445,109014,86057,124637,161570,114294,126629,67433,71977,82285,176172,93684,144738,187765,77088
112164,130172,97312,111195,135085,74519,69327,174553,100684,72530,82866,107416,150355,151404,109006,86053,124617,161561,114304,126614,67433,71992,82279,176177,93683,144729,187732,77094
112160,130160,97299,111217,135122,74496,69327,174572,100676,72480,82854,107426,150343,151417,109007,86072,124602,161569,114382,126603,67430,71977,82295,176179,93696,144728,187813,77092
112182,130138,97283,111247,135114,74507,69315,174573,100649,72481,82848,107415,150335,151374,108997,86075,124612,161522,114379,126605,67429,71967,82315,176216,93672,144721,188001,77108
112247,130094,97280,111308,135125,74489,69299,174533,100665,72490,82881,107463,150362,151349,108999,86082,124610,161486,114343,126589,67424,71965,82357,176227,93677,144793,187906,77130
112266,130086,97285,111288,135125,74498,69277,174582,100644,72488,82905,107468,150357,151365,108993,86075,124599,161523,114398,126565,67441,71966,82344,176213,93684,144803,187241,77159
112261,130118,97314,111252,135128,74473,69293,174603,100654,72477,82902,107464,150305,151389,108993,86091,124608,161588,114333,126576,67456,71970,82318,176213,93687,144748,187673,77128
112286,130113,97378,111311,135134,74499,69310,174540,100624,72471,82849,107459,150364,151403,109003,86098,124682,161658,114349,126567,67433,71978,82357,176187,93671,144814,187923,77078
112275,130106,97397,111279,135132,74510,69268,174547,100662,72495,82922,107455,150364,151384,108984,86094,124683,161587,114409,126566,67408,71994,82313,176189,93649,144759,187926,77138
112295,130089,97363,111367,135133,74466,69245,174521,100702,72468,82909,107437,150433,151427,109021,86104,124655,161556,114467,126586,67385,71976,82335,176209,93619,144796,187878,77136
112302,130018,97362,111447,135138,74424,69240,174546,100699,72466,82925,107461,150354,151374,108995,86093,124699,161511,114452,126602,67404,71983,82394,176186,93645,144879,187939,77151
112296,129995,97398,111461,135172,74433,69235,174616,100641,72441,82943,107497,150338,151337,108991,86107,124669,161530,114415,126608,67441,72006,82416,176229,93692,144881,187963,77180
112358,129987,97370,111448,135247,74451,69237,174615,100639,72469,82961,107496,150293,151399,109011,86077,124657,161623,114424,126547,67446,71991,82413,176297,93687,144862,188012,77181
112338,129987,97367,111456,135243,74452,69250,174620,100655,72502,82972,107517,150338,151381,109007,86070,124718,161634,114419,126550,67434,71988,82411,176276,93652,144766,188005,77166
112275,129893,97391,111429,135226,74483,69236,174674,100661,72505,82976,107517,150402,151309,108988,86125,124798,161540,114426,126505,67403,71986,82401,176248,93635,144767,187856,77174
112315,129921,97398,111422,135214,74468,69221,174601,100693,72481,82994,107516,150354,151341,108989,86124,124779,161556,114374,126497,67397,71975,82393,176222,93627,144748,187837,77175
112260,129908,97397,111454,135224,74447,69221,174575,100679,72464,82974,107476,150272,151367,109005,86142,124719,161615,114375,126479,67425,71979,82396,176196,93629,144736,187868,77151
112304,129867,97420,111413,135212,74423,69237,174625,100675,72480,82973,107493,150259,151373,109009,86145,124729,161618,114430,126469,67419,71953,82348,176208,93640,144644,187815,77156
112325,129830,97430,111411,135213,74451,69231,174569,100667,72507,82911,107460,150312,151403,109010,86168,124741,161606,114381,126444,67406,71958,82352,176168,93622,144657,187766,77131
112326,129846,97417,111492,135249,74420,69218,174695,100700,72515,82943,107434,150317,151398,109009,86174,124749,161570,114381,126458,67409,71961,82363,176173,93622,144699,187794,77145
112326,129795,97463,111459,135281,74393,69230,174677,100717,72503,82973,107437,150363,151437,109004,86194,124696,161547,114485,126435,67412,71970,82333,176185,93645,144675,187791,77193
112357,129810,97443,111442,135271,74410,69216,174755,100681,72498,82915,107434,150305,151414,108991,86186,124696,161540,114456,126463,67425,71957,82335,176137,93660,144724,187758,77156
112559,129869,97454,111596,135348,74393,69220,174672,100690,72478,82921,107424,150323,151415,108994,86195,124752,161535,114486,126506,67436,71961,82421,176132,93706,144871,187818,77159
112613,129819,97445,111545,135357,74388,69204,174590,100701,72505,83017,107419,150345,151394,108994,86169,124682,161490,114453,126517,67428,71968,82385,176097,93689,144817,187836,77252
112606,129831,97437,111585,135337,74371,69212,174573,100692,72496,82973,107459,150340,151406,108982,86143,124691,161494,114433,126509,67432,71968,82410,176103,93698,144869,187925,77221
112620,129833,97434,111544,135384,74403,69223,174499,100673,72476,82982,107467,150304,151414,108997,86134,124801,161538,114412,126519,67449,71970,82393,176089,93711,144844,187974,77228
112633,129857,97444,111516,135379,74413,69213,174587,100701,72480,82991,107425,150325,151409,108999,86132,124758,161544,114410,126535,67441,71971,82382,176079,93715,144829,187988,77207
112634,129876,97424,111494,135386,74376,69218,174540,100705,72499,82981,107386,150369,151425,109013,86134,124803,161558,114424,126544,67432,71978,82368,176109,93698,144808,187581,77198
112621,129883,97413,111502,135364,74355,69245,174526,100650,72482,82924,107391,150320,151430,109019,86129,124773,161583,114428,126547,67433,71997,82367,176115,93693,144806,187574,77177
112634,129869,97421,111493,135352,74386,69280,174510,100631,72469,82905,107385,150323,151436,109025,86132,124764,161557,114436,126548,67438,71992,82385,176067,93693,144828,187565,77188
112641,129900,97404,111479,135344,74419,69279,174513,100644,72498,82933,107341,150412,151420,109023,86134,124750,161536,114411,126552,67427,71983,82407,176036,93679,144853,187610,77209
112719,129938,97423,111498,135355,74396,69290,174579,100648,72502,82961,107340,150443,151385,109027,86140,124754,161478,114439,126571,67441,72008,82409,176016,93696,144848,187596,77238
112766,129911,97431,111456,135314,74401,69274,174481,100630,72464,82948,107314,150415,151393,109027,86138,124770,161470,114449,126554,67451,72020,82381,176000,93702,144818,187624,77252
112686,129935,97442,111502,135264,74367,69286,174497,100632,72450,82922,107324,150370,151407,109024,86124,124771,161462,114467,126554,67478,72037,82427,176022,93712,144880,187626,77234
112663,129939,97441,111524,135281,74387,69290,174503,100573,72466,82919,107331,150408,151350,109022,86135,124782,161465,114463,126577,67483,72028,82451,176014,93728,144901,187677,77246
112627,129934,97450,111556,135277,74398,69292,174541,100592,72487,82959,107364,150415,151325,109021,86132,124753,161425,114423,126588,67480,72034,82484,176055,93736,144946,187673,77276
112564,129938,97449,111548,135257,74420,69301,174536,100595,72475,82990,107356,150452,151288,109018,86112,124773,161396,114435,126609,67478,72017,82469,176066,93698,144955,187583,77301
112530,129949,97452,111521,135245,74429,69285,174552,100636,72463,83013,107363,150391,151287,109006,86106,124790,161372,114459,126618,67497,72014,82448,176064,93708,144883,187587,77298
112521,129921,97451,111530,135228,74413,69279,174538,100648,72446,83001,107373,150363,151261,108994,86093,124808,161316,114437,126601,67508,72022,82437,176042,93703,144900,187581,77290
112500,129922,97422,111557,135243,74410,69307,174529,100650,72471,82991,107402,150293,151305,109003,86077,124789,161363,114446,126600,67508,72013,82451,175989,93715,144933,187589,77281
112533,129922,97429,111534,135244,74462,69333,174478,100652,72489,83006,107361,150247,151317,109004,86078,124731,161376,114436,126605,67525,72013,82445,176013,93729,144901,187601,77292
112545,129918,97414,111509,135277,74463,69309,174467,100711,72511,83050,107379,150289,151295,109003,86084,124752,161309,114429,126601,67511,72007,82440,176016,93734,144898,187623,77309
112470,129942,97394,111508,135287,74449,69320,174467,100696,72526,83032,107361,150294,151320,109005,86082,124780,161303,114432,126587,67505,71984,82434,176013,93728,144891,187629,77319
112478,129940,97403,111485,135269,74450,69305,174456,100684,72508,83015,107356,150190,151320,109003,86087,124757,161354,114417,126596,67534,71984,82422,176049,93758,144863,187595,77292
112451,129941,97403,111465,135247,74433,69310,174436,100677,72509,83000,107327,150236,151323,108998,86095,124769,161333,114396,126576,67537,71999,82397,176084,93777,144873,187531,77289
112457,129974,97409,111460,135258,74419,69311,174400,100665,72558,82966,107341,150254,151375,109000,86092,124758,161407,114418,126583,67518,71984,82387,176080,93751,144852,187532,77259
112360,129960,97405,111441,135247,74430,69309,174388,100656,72538,82945,107319,150265,151379,109003,86098,124743,161384,114421,126582,67519,71987,82388,176162,93759,144858,187568,77260
112372,129991,97402,111467,135263,74410,69320,174463,100650,72530,82944,107310,150334,151359,109011,86098,124751,161395,114425,126609,67490,71990,82386,176190,93746,144891,187563,77249
112352,129987,97391,111469,135275,74416,69332,174491,100650,72520,82942,107294,150350,151387,109008,86100,124736,161385,114434,126615,67502,71988,82393,176160,93762,144922,187565,77266
112298,130013,97397,111466,135249,74420,69341,174530,100655,72488,82949,107300,150343,151378,109007,86088,124724,161371,114423,126632,67503,71997,82398,176196,93746,144940,187648,77276
112301,130032,97384,111465,135282,74432,69357,174493,100647,72481,82952,107288,150371,151381,109014,86082,124745,161349,114435,126648,67504,71995,82403,176184,93768,144902,187605,77294
112372,130002,97391,111460,135271,74444,69369,174505,100657,72491,82964,107299,150358,151374,109004,86071,124747,161335,114433,126607,67511,72000,82405,176171,93774,144921,187571,77296
112381,130021,97404,111455,135262,74460,69380,174439,100666,72476,82974,107295,150366,151372,109016,86064,124756,161304,114441,126634,67523,72003,82412,176155,93786,144932,187433,77312
112402,130039,97403,111461,135250,74470,69377,174440,100677,72481,82989,107279,150343,151384,109024,86084,124758,161317,114438,126632,67523,72002,82415,176152,93790,144932,187561,77322
112456,130031,97425,111485,135243,74459,69366,174466,100692,72480,83004,107260,150331,151381,109027,86079,124761,161286,114469,126633,67546,72016,82425,176128,93808,144957,187502,77339
112454,130027,97415,111480,135227,74430,69351,174395,100685,72486,83008,107250,150330,151375,109027,86088,124781,161261,114488,126646,67544,72014,82424,176113,93808,144957,187486,77354
112522,130032,97402,111538,135229,74408,69347,174438,100645,72499,82974,107240,150302,151373,109029,86087,124783,161292,114517,126649,67560,72004,82460,176116,93826,145030,187487,77338
112596,130028,97397,111546,135241,74396,69357,174432,100619,72508,82991,107229,150309,151353,109033,86076,124793,161311,114497,126670,67568,72006,82473,176122,93833,145040,187495,77359
112616,130031,97406,111556,135239,74400,69362,174462,100599,72522,82983,107221,150363,151366,109034,86071,124787,161341,114503,126665,67558,72009,82480,176127,93816,145055,187413,77359
112644,130033,97404,111533,135244,74398,69359,174445,100602,72520,82997,107224,150383,151369,109027,86064,124831,161311,114503,126648,67556,72018,82469,176135,93798,145021,187545,77379
112651,130029,97409,111545,135238,74399,69367,174471,100594,72491,82977,107213,150424,151366,109025,86068,124853,161305,114484,126642,67545,72018,82476,176170,93789,145042,187411,77368
112702,130035,97413,111546,135237,74397,69349,174476,100595,72485,82985,107227,150427,151356,109027,86071,124869,161301,114485,126653,67544,72015,82487,176143,93802,145048,187420,77375
112662,130039,97411,111529,135230,74391,69368,174537,100581,72468,82984,107229,150428,151344,109030,86075,124847,161289,114482,126658,67545,72014,82473,176134,93802,145021,187392,77383
112699,130030,97442,111538,135230,74410,69372,174514,100574,72460,82964,107243,150426,151346,109031,86067,124854,161334,114458,126653,67551,72012,82471,176154,93800,145027,187391,77351
112652,130029,97431,111534,135213,74426,69360,174496,100612,72458,82993,107247,150432,151361,109038,86068,124860,161287,114461,126658,67557,71991,82469,176111,93798,145020,187399,77379
112672,130027,97445,111547,135215,74415,69357,174506,100632,72463,83008,107238,150439,151357,109031,86073,124841,161270,114430,126656,67545,71998,82450,176099,93777,144980,187417,77380
112627,129974,97452,111537,135228,74407,69360,174475,100655,72460,83005,107238,150402,151353,109026,86075,124851,161237,114423,126647,67565,71986,82427,176127,93807,144975,187566,77375
112637,129979,97462,111521,135229,74406,69350,174463,100660,72456,82989,107226,150367,151389,109018,86072,124840,161252,114384,126636,67568,72010,82413,176080,93817,144944,187566,77368
112665,129980,97462,111518,135277,74392,69350,174449,100665,72479,82978,107227,150326,151392,109033,86073,124808,161255,114378,126649,67578,72011,82392,176061,93832,144945,187575,77357
